,condition,url
874,Lumbar Nerve Root Injection,https://www.drugs.com/cg/lumbar-nerve-root-injection-aftercare-instructions.html
875,Lumbar Puncture,https://www.drugs.com/cg/lumbar-puncture.html
876,Lumbar Puncture (or Spinal Tap),https://www.drugs.com/health-guide/lumbar-puncture-or-spinal-tap.html
877,Lumbar Puncture in Children,https://www.drugs.com/cg/lumbar-puncture-in-children.html
878,Lumbar Radiculopathy,https://www.drugs.com/cg/lumbar-radiculopathy.html
879,Lumbar Radiofrequency Ablation,https://www.drugs.com/cg/lumbar-radiofrequency-ablation.html
880,Lumbar Spinal Fusion,https://www.drugs.com/cg/lumbar-spinal-fusion.html
881,Lumbar Spinal Stenosis,https://www.drugs.com/cg/lumbar-spinal-stenosis.html
882,Lumbar Stenosis,https://www.drugs.com/mcd/spinal-stenosis
883,Lumbosacral Orthosis ,https://www.drugs.com/cg/lumbosacral-orthosis.html
884,Lumpy Jaw,https://www.drugs.com/condition/actinomycosis.html
885,Lund Cancer,https://www.drugs.com/health-guide/lund-cancer.html
27,Lung Abscess,https://www.drugs.com/cg/lung-abscess.html
1102,Lung Abscess,https://www.drugs.com/cg/lung-abscess.html
59,Lung Abscess,https://www.drugs.com/cg/lung-abscess.html
886,Lung Abscess,https://www.drugs.com/cg/lung-abscess.html
1984,Lung Abscess,https://www.drugs.com/cg/lung-abscess.html
1481,Lung Abscess,https://www.drugs.com/cg/lung-abscess.html
1482,Lung Cancer,https://www.drugs.com/cancer-lung.html
1103,Lung Cancer,https://www.drugs.com/cancer-lung.html
887,Lung Cancer,https://www.drugs.com/cancer-lung.html
1985,Lung Cancer,https://www.drugs.com/cancer-lung.html
60,Lung Cancer,https://www.drugs.com/cancer-lung.html
28,Lung Cancer,https://www.drugs.com/cancer-lung.html
1986,Lung Cancer (Care Guide),https://www.drugs.com/cg/lung-cancer.html
61,Lung Cancer (Care Guide),https://www.drugs.com/cg/lung-cancer.html
1104,Lung Cancer (Care Guide),https://www.drugs.com/cg/lung-cancer.html
29,Lung Cancer (Care Guide),https://www.drugs.com/cg/lung-cancer.html
1483,Lung Cancer (Care Guide),https://www.drugs.com/cg/lung-cancer.html
888,Lung Cancer (Care Guide),https://www.drugs.com/cg/lung-cancer.html
889,"Lung Cancer, Non-Small Cell",https://www.drugs.com/cg/non-small-cell-lung-cancer.html
890,"Lung Cancer, Small Cell",https://www.drugs.com/health-guide/small-cell-lung-cancer.html
891,Lung Lobectomy,https://www.drugs.com/cg/lung-lobectomy-aftercare-instructions.html
892,Lung Transplant,https://www.drugs.com/cg/lung-transplant-discharge-care.html
893,Lupus,https://www.drugs.com/mcd/lupus
894,Lupus (Systemic Lupus Erythematosus),https://www.drugs.com/health-guide/lupus-systemic-lupus-erythematosus.html
895,Lupus Erythematosus,https://www.drugs.com/cg/lupus-erythematosus.html
896,Lupus Nephritis,https://www.drugs.com/mcd/lupus-nephritis
30,Lyme Disease,https://www.drugs.com/cg/lyme-disease.html
1105,Lyme Disease,https://www.drugs.com/cg/lyme-disease.html
1484,Lyme Disease,https://www.drugs.com/cg/lyme-disease.html
1987,Lyme Disease,https://www.drugs.com/cg/lyme-disease.html
62,Lyme Disease,https://www.drugs.com/cg/lyme-disease.html
1988,Lymphoma,https://www.drugs.com/health-guide/lymphoma.html
31,Lymphoma,https://www.drugs.com/health-guide/lymphoma.html
1106,Lymphoma,https://www.drugs.com/health-guide/lymphoma.html
63,Lymphoma,https://www.drugs.com/health-guide/lymphoma.html
1485,Lymphoma,https://www.drugs.com/health-guide/lymphoma.html
398,Macrophage Activation Syndrome,https://www.drugs.com/condition/macrophage-activation-syndrome.html
399,Macular Degeneration,https://www.drugs.com/cg/macular-degeneration.html
400,Macular Edema,https://www.drugs.com/condition/macular-edema.html
401,Madelung's Disease,https://www.drugs.com/condition/madelung-s-disease.html
402,Magnesium Imbalance,https://www.drugs.com/condition/magnesium-imbalance.html
403,"Magnesium, Serum",https://www.drugs.com/cg/magnesium-serum.html
404,Magnetic Resonance Angiography,https://www.drugs.com/cg/magnetic-resonance-angiography.html
405,Magnetic Resonance Cholangiopancreatography,https://www.drugs.com/cg/magnetic-resonance-cholangiopancreatography-aftercare-instructions.html
406,Magnetic Resonance Imaging,https://www.drugs.com/cg/magnetic-resonance-imaging.html
407,Magnetic Resonance Imaging (MRI),https://www.drugs.com/health-guide/magnetic-resonance-imaging-mri.html
408,Magnetic Resonance Imaging of the Abdomen and Pelvis,https://www.drugs.com/cg/magnetic-resonance-imaging-of-the-abdomen-and-pelvis.html
409,Magnetic Resonance Imaging of the Chest,https://www.drugs.com/cg/magnetic-resonance-imaging-of-the-chest.html
410,Magnetic Resonance Imaging of the Head and Neck,https://www.drugs.com/cg/magnetic-resonance-imaging-of-the-head-and-neck.html
411,Major Depression,https://www.drugs.com/health-guide/major-depression.html
412,Major Depressive Disorder,https://www.drugs.com/health-guide/major-depression.html
413,Malabsorption Syndrome,https://www.drugs.com/condition/malabsorption-syndrome.html
414,Malaria,https://www.drugs.com/cg/malaria.html
415,Malaria Prevention,https://www.drugs.com/condition/malaria-prophylaxis.html
416,Malaria Prophylaxis,https://www.drugs.com/condition/malaria-prophylaxis.html
417,Male Breast Cancer,https://www.drugs.com/mcd/male-breast-cancer
418,Male Breast Self Exam,https://www.drugs.com/cg/male-breast-self-exam.html
419,Male Factor Subfertility and Infertility,https://www.drugs.com/cg/male-factor-subfertility-and-infertility.html
420,Male Hypogonadism,https://www.drugs.com/mcd/male-hypogonadism
421,Male Infertility,https://www.drugs.com/health-guide/male-infertility.html
423,Male Pattern Baldness,https://www.drugs.com/cg/alopecia.html
422,Male Pattern Baldness,https://www.drugs.com/male-pattern-baldness.html
424,Malignant Disease,https://www.drugs.com/health-guide/cancer.html
425,Malignant Glioma,https://www.drugs.com/condition/malignant-glioma.html
426,Malignant Hepatoma,https://www.drugs.com/mcd/hepatocellular-carcinoma
427,Malignant Hyperthermia,https://www.drugs.com/health-guide/malignant-hyperthermia.html
428,Malignant Melanoma,https://www.drugs.com/cg/melanoma.html
429,Malignant Peripheral Nerve Sheath Tumors,https://www.drugs.com/mcd/malignant-peripheral-nerve-sheath-tumors
430,Malignant Plasmacytoma,https://www.drugs.com/cg/multiple-myeloma.html
431,Malignant Pleural Effusion,https://www.drugs.com/condition/malignant-pleural-effusion.html
432,Malignant Pleural Mesothelioma,https://www.drugs.com/condition/malignant-pleural-mesothelioma.html
433,Malignant Tumor,https://www.drugs.com/health-guide/cancer.html
434,Mallory-Weiss Syndrome,https://www.drugs.com/cg/mallory-weiss-syndrome.html
435,Malnourishment,https://www.drugs.com/condition/malnourished.html
436,Malnutrition,https://www.drugs.com/cg/malnutrition.html
437,Mammary Duct Ectasia,https://www.drugs.com/mcd/mammary-duct-ectasia
438,Mammogram,https://www.drugs.com/cg/mammogram.html
439,Mammography,https://www.drugs.com/health-guide/mammography.html
440,Managing Diabetes during Sick Days,https://www.drugs.com/cg/managing-diabetes-during-sick-days.html
441,Mania,https://www.drugs.com/cg/bipolar-disorder.html
442,Manic Depression,https://www.drugs.com/cg/bipolar-disorder.html
443,Manic Depressive Disorder,https://www.drugs.com/cg/bipolar-disorder.html
444,Manic Depressive Illness,https://www.drugs.com/cg/bipolar-disorder.html
445,Manic Disorder,https://www.drugs.com/cg/bipolar-disorder.html
446,Manscaping Pain,https://www.drugs.com/condition/waxing-pain.html
447,Mantle Cell Lymphoma,https://www.drugs.com/condition/mantle-cell-lymphoma.html
448,Manual Bladder Irrigation,https://www.drugs.com/cg/manual-bladder-irrigation.html
449,Marfan Syndrome,https://www.drugs.com/cg/marfan-syndrome.html
450,Marfan Syndrome in Children,https://www.drugs.com/cg/marfan-syndrome-in-children.html
451,Marine Animal Bite or Sting,https://www.drugs.com/cg/marine-animal-bite-or-sting.html
452,Mastectomy,https://www.drugs.com/cg/mastectomy.html
453,Mastitis,https://www.drugs.com/cg/mastitis.html
454,"Mastocytosis, Cutaneous",https://www.drugs.com/condition/mastocytosis.html
455,"Mastocytosis, Systemic",https://www.drugs.com/condition/systemic-mastocytosis.html
456,Mastoidectomy,https://www.drugs.com/cg/mastoidectomy.html
457,Mastoiditis,https://www.drugs.com/cg/mastoiditis.html
458,Mastoiditis in Children,https://www.drugs.com/cg/mastoiditis-in-children.html
459,Math Anxiety in Children,https://www.drugs.com/cg/math-anxiety-in-children.html
460,Maturity Onset Diabetes of the Young (MODY),https://www.drugs.com/health-guide/maturity-onset-diabetes-of-the-young-mody.html
842,Nail Fungus,https://www.drugs.com/cg/nail-fungus.html
2109,Nail Fungus,https://www.drugs.com/cg/nail-fungus.html
897,Nail Fungus,https://www.drugs.com/cg/nail-fungus.html
843,Nail Trauma,https://www.drugs.com/health-guide/nail-trauma.html
2110,Nail Trauma,https://www.drugs.com/health-guide/nail-trauma.html
898,Nail Trauma,https://www.drugs.com/health-guide/nail-trauma.html
2111,Narcolepsy,https://www.drugs.com/cg/narcolepsy.html
899,Narcolepsy,https://www.drugs.com/cg/narcolepsy.html
844,Narcolepsy,https://www.drugs.com/cg/narcolepsy.html
845,Nasal Polyps,https://www.drugs.com/cg/nasal-polyps.html
2112,Nasal Polyps,https://www.drugs.com/cg/nasal-polyps.html
900,Nasal Polyps,https://www.drugs.com/cg/nasal-polyps.html
846,Nausea,https://www.drugs.com/health-guide/nausea.html
2113,Nausea,https://www.drugs.com/health-guide/nausea.html
901,Nausea,https://www.drugs.com/health-guide/nausea.html
847,Nausea/Vomiting,https://www.drugs.com/cg/acute-nausea-and-vomiting.html
902,Nausea/Vomiting,https://www.drugs.com/cg/acute-nausea-and-vomiting.html
2114,Nausea/Vomiting,https://www.drugs.com/cg/acute-nausea-and-vomiting.html
848,Nearsightedness (Myopia),https://www.drugs.com/health-guide/nearsightedness-myopia.html
2115,Nearsightedness (Myopia),https://www.drugs.com/health-guide/nearsightedness-myopia.html
903,Nearsightedness (Myopia),https://www.drugs.com/health-guide/nearsightedness-myopia.html
904,Neck Pain,https://www.drugs.com/cg/neck-pain.html
849,Neck Pain,https://www.drugs.com/cg/neck-pain.html
2116,Neck Pain,https://www.drugs.com/cg/neck-pain.html
850,Necrotizing Fasciitis,https://www.drugs.com/cg/necrotizing-fasciitis.html
2117,Necrotizing Fasciitis,https://www.drugs.com/cg/necrotizing-fasciitis.html
905,Necrotizing Fasciitis,https://www.drugs.com/cg/necrotizing-fasciitis.html
906,Neuralgia,https://www.drugs.com/cg/trigeminal-neuralgia.html
2118,Neuralgia,https://www.drugs.com/cg/trigeminal-neuralgia.html
851,Neuralgia,https://www.drugs.com/cg/trigeminal-neuralgia.html
907,Neurosis,https://www.drugs.com/condition/neurosis.html
2119,Neurosis,https://www.drugs.com/condition/neurosis.html
852,Neurosis,https://www.drugs.com/condition/neurosis.html
853,Nocturia,https://www.drugs.com/condition/nocturia.html
2120,Nocturia,https://www.drugs.com/condition/nocturia.html
908,Nocturia,https://www.drugs.com/condition/nocturia.html
854,Non-Hodgkin Lymphoma,https://www.drugs.com/cg/non-hodgkin-lymphoma.html
909,Non-Hodgkin Lymphoma,https://www.drugs.com/cg/non-hodgkin-lymphoma.html
2121,Non-Hodgkin Lymphoma,https://www.drugs.com/cg/non-hodgkin-lymphoma.html
2122,Non-Hodgkin's Lymphoma,https://www.drugs.com/mcd/non-hodgkin-s-lymphoma
910,Non-Hodgkin's Lymphoma,https://www.drugs.com/mcd/non-hodgkin-s-lymphoma
855,Non-Hodgkin's Lymphoma,https://www.drugs.com/mcd/non-hodgkin-s-lymphoma
911,Non-Small Cell Lung Cancer,https://www.drugs.com/cg/non-small-cell-lung-cancer.html
856,Non-Small Cell Lung Cancer,https://www.drugs.com/cg/non-small-cell-lung-cancer.html
2123,Non-Small Cell Lung Cancer,https://www.drugs.com/cg/non-small-cell-lung-cancer.html
2124,Nosebleed,https://www.drugs.com/cg/nosebleed.html
912,Nosebleed,https://www.drugs.com/cg/nosebleed.html
857,Nosebleed,https://www.drugs.com/cg/nosebleed.html
353,Obesity,https://www.drugs.com/cg/obesity.html
962,Obesity,https://www.drugs.com/cg/obesity.html
354,Obsessive-Compulsive Disorder (OCD),https://www.drugs.com/health-guide/obsessive-compulsive-disorder-ocd.html
963,Obsessive-Compulsive Disorder (OCD),https://www.drugs.com/health-guide/obsessive-compulsive-disorder-ocd.html
964,Obstipation,https://www.drugs.com/cg/obstipation.html
355,Obstipation,https://www.drugs.com/cg/obstipation.html
965,Onycholysis,https://www.drugs.com/health-guide/onycholysis.html
356,Onycholysis,https://www.drugs.com/health-guide/onycholysis.html
1633,Open Appendectomy,https://www.drugs.com/cg/open-appendectomy.html
1634,Open Appendectomy in Children,https://www.drugs.com/cg/open-appendectomy-in-children.html
1635,Open Brain Surgery with Brachytherapy for Malignant Glioma,https://www.drugs.com/cg/open-brain-surgery-with-brachytherapy-for-malignant-glioma.html
1636,Open Brain Surgery with Chemotherapy for Malignant Glioma,https://www.drugs.com/cg/open-brain-surgery-with-chemotherapy-for-malignant-glioma.html
1637,Open Carpal Tunnel Decompression,https://www.drugs.com/cg/open-carpal-tunnel-decompression-aftercare-instructions.html
1638,Open Chest Maze Procedure,https://www.drugs.com/cg/open-chest-maze-procedure-aftercare-instructions.html
966,Open Cholecystectomy,https://www.drugs.com/cg/open-cholecystectomy-aftercare-instructions.html
357,Open Cholecystectomy,https://www.drugs.com/cg/open-cholecystectomy-aftercare-instructions.html
1639,Open Cholecystectomy,https://www.drugs.com/cg/open-cholecystectomy-aftercare-instructions.html
1640,Open Colostomy Reversal,https://www.drugs.com/cg/open-colostomy-reversal.html
1641,Open Herniorrhaphy,https://www.drugs.com/cg/open-herniorrhaphy-aftercare-instructions.html
1642,Open Live Donor Nephrectomy,https://www.drugs.com/cg/open-live-donor-nephrectomy-aftercare-instructions.html
1643,Open Nephrolithotomy,https://www.drugs.com/cg/open-nephrolithotomy-aftercare-instructions.html
1644,Open Pediatric Nissen Fundoplication,https://www.drugs.com/cg/open-pediatric-nissen-fundoplication-aftercare-instructions.html
1645,Open Reduction and Internal Fixation of a Calcaneus Fracture,https://www.drugs.com/cg/open-reduction-and-internal-fixation-of-a-calcaneus-fracture-aftercare-instructions.html
1646,Open Reduction and Internal Fixation of a Leg Fracture in Children,https://www.drugs.com/cg/open-reduction-and-internal-fixation-of-a-leg-fracture-in-children.html
1647,Open Reduction and Internal Fixation of a Talar Fracture,https://www.drugs.com/cg/open-reduction-and-internal-fixation-of-a-talar-fracture-aftercare-instructions.html
1648,Open Reduction and Internal Fixation of an Ankle Fracture ,https://www.drugs.com/cg/open-reduction-and-internal-fixation-of-an-ankle-fracture-aftercare-instructions.html
1649,Open Reduction and Internal Fixation of an Arm Fracture,https://www.drugs.com/cg/open-reduction-and-internal-fixation-of-an-arm-fracture-aftercare-instructions.html
1650,Open Reduction and Internal Fixation of an Arm Fracture in Children,https://www.drugs.com/cg/open-reduction-and-internal-fixation-of-an-arm-fracture-in-children.html
1651,Open Reduction and Internal Fixation of an Elbow Fracture in Children,https://www.drugs.com/cg/open-reduction-and-internal-fixation-of-an-elbow-fracture-in-children.html
1652,Open Reduction of Slipped Capital Femoral Epiphysis,https://www.drugs.com/cg/open-reduction-of-slipped-capital-femoral-epiphysis.html
1653,Open Repair of Abdominal Aortic Aneurysm,https://www.drugs.com/cg/open-repair-of-abdominal-aortic-aneurysm.html
1654,Open Salpingo-Oophorectomy,https://www.drugs.com/cg/open-salpingo-oophorectomy-aftercare-instructions.html
1655,Open Splenectomy,https://www.drugs.com/cg/open-splenectomy-aftercare-instructions.html
1656,Operative Knee Arthroscopy,https://www.drugs.com/cg/operative-knee-arthroscopy.html
1657,Ophthalmic Surgery,https://www.drugs.com/condition/ophthalmic-surgery.html
358,Ophthalmic Surgery,https://www.drugs.com/condition/ophthalmic-surgery.html
967,Ophthalmic Surgery,https://www.drugs.com/condition/ophthalmic-surgery.html
1658,Ophthalmic Surgical Staining,https://www.drugs.com/condition/ophthalmic-surgical-staining.html
1659,Ophthalmic Viscoelastic Agent,https://www.drugs.com/condition/ophthalmic-viscoelastic-agent.html
1660,Opiate Adjunct,https://www.drugs.com/condition/opiate-adjunct.html
1661,Opiate Dependence,https://www.drugs.com/cg/opioid-dependence.html
1662,Opiate Dependence - Induction,https://www.drugs.com/condition/opiate-dependence-induction.html
1663,Opiate Dependence - Maintenance,https://www.drugs.com/condition/opiate-dependence-maintenance.html
1664,Opiate Withdrawal,https://www.drugs.com/cg/opioid-withdrawal.html
1665,Opioid Dependence,https://www.drugs.com/cg/opioid-dependence.html
1666,Opioid Dependence - Induction,https://www.drugs.com/condition/opiate-dependence-induction.html
1667,Opioid Dependence - Maintenance,https://www.drugs.com/condition/opiate-dependence-maintenance.html
1668,Opioid Induced Constipation,https://www.drugs.com/condition/opioid-induced-constipation.html
1669,Opioid Overdose,https://www.drugs.com/cg/prescription-opioid-overdose.html
968,Opioid Safety,https://www.drugs.com/cg/opioid-safety.html
1670,Opioid Safety,https://www.drugs.com/cg/opioid-safety.html
359,Opioid Safety,https://www.drugs.com/cg/opioid-safety.html
1671,Opioid Use Disorder,https://www.drugs.com/cg/opioid-use-disorder.html
1672,Opioid Withdrawal,https://www.drugs.com/cg/opioid-withdrawal.html
1673,"Opisthorchis Viverrini, Liver Fluke",https://www.drugs.com/condition/opisthorchis-viverrini-liver-fluke.html
1674,Oppositional Defiant Disorder,https://www.drugs.com/cg/oppositional-defiant-disorder.html
1675,Oppositional Defiant Disorder (ODD),https://www.drugs.com/mcd/oppositional-defiant-disorder-odd
1676,Oppositional Defiant Disorder in Children,https://www.drugs.com/cg/oppositional-defiant-disorder-in-children.html
1677,Optic Nerve Disorder,https://www.drugs.com/condition/optic-nerve-disorder.html
1678,Optic Nerve Swelling (Papilledema),https://www.drugs.com/health-guide/optic-nerve-swelling-papilledema.html
1679,Optic Neuritis,https://www.drugs.com/cg/optic-neuritis.html
969,Oral Cancer,https://www.drugs.com/health-guide/oral-cancer.html
360,Oral Cancer,https://www.drugs.com/health-guide/oral-cancer.html
970,Oral Thrush,https://www.drugs.com/mcd/oral-thrush
361,Oral Thrush,https://www.drugs.com/mcd/oral-thrush
971,Orchitis,https://www.drugs.com/cg/orchitis.html
362,Orchitis,https://www.drugs.com/cg/orchitis.html
972,Osteochondroma,https://www.drugs.com/cg/osteochondroma.html
363,Osteochondroma,https://www.drugs.com/cg/osteochondroma.html
973,Osteolysis,https://www.drugs.com/cg/osteolysis.html
364,Osteolysis,https://www.drugs.com/cg/osteolysis.html
579,POTS (Postural Orthostatic Tachycardia Syndrome),https://www.drugs.com/condition/postural-orthostatic-tachycardia-syndrome.html
1415,Paget's Disease,https://www.drugs.com/health-guide/paget-s-disease-of-bone.html
1416,Pancreatic Cancer,https://www.drugs.com/cg/pancreatic-cancer.html
1417,Pancreatitis,https://www.drugs.com/cg/pancreatitis.html
1418,Panic Attack,https://www.drugs.com/cg/panic-attack.html
1419,Parkinson's Disease,https://www.drugs.com/health-guide/parkinson-s-disease.html
1420,Peptic Ulcer,https://www.drugs.com/cg/peptic-ulcer.html
1421,Period Pain,https://www.drugs.com/cg/pelvic-pain-in-women.html
1422,Pneumonia,https://www.drugs.com/cg/pneumonia.html
481,Poison Ivy,https://www.drugs.com/cg/poison-ivy.html
482,Poison Ivy Rash,https://www.drugs.com/mcd/poison-ivy-rash
483,Poison Oak,https://www.drugs.com/condition/poison-oak.html
484,Poison Proofing your Home,https://www.drugs.com/cg/poison-proofing-your-home.html
485,Poison Sumac,https://www.drugs.com/condition/poison-sumac.html
486,Poisoning,https://www.drugs.com/condition/poisoning.html
487,Poisoning by Vitamins,https://www.drugs.com/condition/poisoning-by-vitamins.html
1423,Polio,https://www.drugs.com/health-guide/polio.html
488,Polio,https://www.drugs.com/health-guide/polio.html
489,Poliomyelitis Prophylaxis,https://www.drugs.com/condition/poliomyelitis-prophylaxis.html
490,Polyarteritis,https://www.drugs.com/condition/polyarteritis.html
491,Polyarteritis Nodosa,https://www.drugs.com/health-guide/polyarteritis-nodosa.html
492,Polychondritis,https://www.drugs.com/health-guide/polychondritis.html
493,Polycystic Kidney Disease,https://www.drugs.com/health-guide/polycystic-kidney-disease.html
494,Polycystic Ovarian Syndrome,https://www.drugs.com/cg/polycystic-ovarian-syndrome.html
495,Polycystic Ovary Syndrome,https://www.drugs.com/health-guide/polycystic-ovary-syndrome.html
496,Polycystic Ovary Syndrome (PCOS),https://www.drugs.com/mcd/polycystic-ovary-syndrome-pcos
497,Polycythemia,https://www.drugs.com/condition/polycythemia.html
498,Polycythemia Vera,https://www.drugs.com/cg/polycythemia-vera.html
499,Polydipsia,https://www.drugs.com/condition/polydipsia.html
500,Polyfollicular Ovarian Disease,https://www.drugs.com/cg/polycystic-ovarian-syndrome.html
501,Polyhidrosis,https://www.drugs.com/mcd/hyperhidrosis
502,Polyhydramnios,https://www.drugs.com/cg/polyhydramnios.html
503,Polyidrosis,https://www.drugs.com/mcd/hyperhidrosis
504,Polymorphous Light Eruption,https://www.drugs.com/mcd/polymorphous-light-eruption
505,Polymyalgia Rheumatica,https://www.drugs.com/cg/polymyalgia-rheumatica.html
506,Polymyositis,https://www.drugs.com/cg/polymyositis.html
507,Polymyositis/Dermatomyositis,https://www.drugs.com/cg/polymyositis.html
508,Polypapilloma Tropicum,https://www.drugs.com/health-guide/yaws.html
509,"Polyps, Nasal",https://www.drugs.com/cg/nasal-polyps.html
510,Polysomnography,https://www.drugs.com/cg/polysomnography.html
511,Polysubstance Abuse,https://www.drugs.com/cg/polysubstance-abuse-aftercare-instructions.html
512,Polyuria,https://www.drugs.com/cg/polyuria.html
513,Pompe Disease,https://www.drugs.com/condition/pompe-disease.html
514,Pontiac Fever,https://www.drugs.com/cg/pontiac-fever.html
515,Poor School Performance in Adolescents,https://www.drugs.com/cg/poor-school-performance-in-adolescents.html
516,Poor School Performance in Children,https://www.drugs.com/cg/poor-school-performance-in-children.html
517,Popliteal Artery Entrapment Syndrome,https://www.drugs.com/mcd/popliteal-artery-entrapment-syndrome
518,Popliteus Tenosynovitis,https://www.drugs.com/cg/popliteus-tenosynovitis.html
519,Pork Tapeworm Infection (Taenia Solium),https://www.drugs.com/condition/taenia-solium-pork-tapeworm.html
520,Porphyria,https://www.drugs.com/mcd/porphyria
521,Porphyria Cutanea Tarda,https://www.drugs.com/cg/porphyria-cutanea-tarda.html
522,Portal Hypertension,https://www.drugs.com/cg/portal-hypertension.html
523,Portal Pyemia,https://www.drugs.com/condition/portal-pyemia.html
524,Positron Emission Tomography (PET Scan),https://www.drugs.com/health-guide/positron-emission-tomography-pet-scan.html
525,Positron Emission Tomography Imaging,https://www.drugs.com/condition/positron-emission-tomography-imaging.html
527,Positron Emission Tomography Scan,https://www.drugs.com/cg/positron-emission-tomography-scan.html
526,Positron Emission Tomography of the Chest,https://www.drugs.com/cg/positron-emission-tomography-of-the-chest-aftercare-instructions.html
528,Post Cholecystectomy Diarrhea,https://www.drugs.com/condition/post-cholecystectomy-diarrhea.html
529,Post Concussion Syndrome,https://www.drugs.com/cg/post-concussion-syndrome.html
530,Post Concussion Syndrome in Children,https://www.drugs.com/cg/post-concussion-syndrome-in-children.html
531,Post MI Syndrome,https://www.drugs.com/condition/post-mi-syndrome.html
532,Post Surgical Shoe,https://www.drugs.com/cg/post-surgical-shoe.html
533,Post Traumatic Stress Disorder,https://www.drugs.com/cg/post-traumatic-stress-disorder.html
534,Post Traumatic Stress Disorder in Children,https://www.drugs.com/cg/post-traumatic-stress-disorder-in-children.html
535,Post-Cardiac Injury Syndrome,https://www.drugs.com/cg/pericarditis.html
536,Post-MI Pericarditis,https://www.drugs.com/cg/pericarditis.html
537,Post-Nasal Drip,https://www.drugs.com/condition/rhinorrhea.html
538,Post-Polio Syndrome,https://www.drugs.com/health-guide/post-polio-syndrome.html
539,Post-Streptococcal Glomerulonephritis,https://www.drugs.com/cg/post-streptococcal-glomerulonephritis.html
540,Post-Traumatic Stress Disorder (PTSD),https://www.drugs.com/mcd/post-traumatic-stress-disorder-ptsd
541,Post-Viral Fatigue Syndrome,https://www.drugs.com/cg/chronic-fatigue-syndrome.html
542,Postanesthetic Shivering,https://www.drugs.com/condition/postanesthetic-shivering.html
543,Postanginal Septicemia,https://www.drugs.com/condition/lemierre-s-syndrome.html
544,Postcardiotomy Pericarditis,https://www.drugs.com/cg/pericarditis.html
545,Postcoital Contraception,https://www.drugs.com/cg/emergency-contraception.html
546,Posterior Cortical Atrophy,https://www.drugs.com/mcd/posterior-cortical-atrophy
547,Posterior Cruciate Ligament (PCL) Injuries,https://www.drugs.com/health-guide/posterior-cruciate-ligament-pcl-injuries.html
548,Posterior Cruciate Ligament Injury,https://www.drugs.com/cg/posterior-cruciate-ligament-injury.html
549,Posterior Encephalopathy Reversible Syndrome,https://www.drugs.com/condition/posterior-reversible-encephalopathy-syndrome.html
550,Posterior Lumbar Interbody Fusion,https://www.drugs.com/cg/posterior-lumbar-interbody-fusion-aftercare-instructions.html
551,Posterior Prolapse (Rectocele),https://www.drugs.com/mcd/posterior-prolapse-rectocele
552,Posterior Reversible Encephalopathy Syndrome,https://www.drugs.com/condition/posterior-reversible-encephalopathy-syndrome.html
553,Posterior Vaginal Prolapse (Rectocele),https://www.drugs.com/mcd/posterior-vaginal-prolapse-rectocele
554,Posterior Vaginal Repair,https://www.drugs.com/cg/posterior-vaginal-repair.html
555,Postexposure Prophylaxis,https://www.drugs.com/cg/postexposure-prophylaxis-aftercare-instructions.html
556,Postherpetic Neuralgia,https://www.drugs.com/mcd/postherpetic-neuralgia
557,Postmenopausal Bleeding,https://www.drugs.com/cg/postmenopausal-bleeding.html
558,Postmenopausal Symptoms,https://www.drugs.com/cg/menopause.html
559,Postmyocardial Infarction Syndrome,https://www.drugs.com/condition/post-mi-syndrome.html
560,Postnatal Depression,https://www.drugs.com/cg/postpartum-depression.html
561,Postoperative Albumin Loss,https://www.drugs.com/condition/postoperative-albumin-loss.html
562,Postoperative Bleeding,https://www.drugs.com/cg/postoperative-bleeding.html
563,Postoperative Gas Pains,https://www.drugs.com/condition/postoperative-gas-pains.html
564,Postoperative Ileus,https://www.drugs.com/condition/postoperative-ileus.html
565,Postoperative Increased Intraocular Pressure,https://www.drugs.com/condition/postoperative-increased-intraocular-pressure.html
566,Postoperative Infection,https://www.drugs.com/condition/postoperative-infection.html
567,Postoperative Ocular Inflammation,https://www.drugs.com/condition/postoperative-ocular-inflammation.html
568,Postoperative Pain,https://www.drugs.com/cg/pain-management-after-surgery.html
569,Postpartum Bleeding,https://www.drugs.com/cg/postpartum-bleeding.html
570,Postpartum Breast Pain,https://www.drugs.com/condition/postpartum-breast-pain.html
571,Postpartum Depression,https://www.drugs.com/cg/postpartum-depression.html
572,Postpartum Perineal Care,https://www.drugs.com/cg/postpartum-perineal-care.html
573,Postpartum Preeclampsia,https://www.drugs.com/mcd/postpartum-preeclampsia
574,Postpartum Thyroiditis,https://www.drugs.com/cg/postpartum-thyroiditis.html
575,Postterm Pregnancy,https://www.drugs.com/cg/postterm-pregnancy.html
576,Postural Orthostatic Tachycardia Syndrome,https://www.drugs.com/condition/postural-orthostatic-tachycardia-syndrome.html
577,Postural Tachycardia Syndrome,https://www.drugs.com/condition/postural-orthostatic-tachycardia-syndrome.html
578,Potassium Content of Foods List,https://www.drugs.com/cg/potassium-content-of-foods-list.html
580,Pouchitis,https://www.drugs.com/condition/pouchitis.html
1424,Pre-Diabetes,https://www.drugs.com/health-guide/pre-diabetes.html
1425,Pregnancy,https://www.drugs.com/cg/pregnancy.html
1426,Premenstrual Syndrome (PMS),https://www.drugs.com/health-guide/premenstrual-syndrome-pms.html
1427,Presbyopia,https://www.drugs.com/health-guide/presbyopia.html
1428,Pressure Injury,https://www.drugs.com/cg/pressure-injury.html
