condition,drugName,mean_p
Atrial Fibrillation,Cartia XT,1.432672276
Atrial Fibrillation,Carvedilol,0.564184771
Atrial Fibrillation,Coreg CR,1.040281926
Atrial Fibrillation,Digoxin,1.089720107
Atrial Fibrillation,Diltiazem,1.229004524
Atrial Fibrillation,Dronedarone,0.549579359
Atrial Fibrillation,Flecainide,1.35761522
Atrial Fibrillation,Metoprolol,0.86103485
Atrial Fibrillation,Multaq,0.553967965
Atrial Fibrillation,Propafenone,0.812649205
Atrial Fibrillation,Rivaroxaban,1.461859705
Atrial Fibrillation,Rythmol,1.01449895
Atrial Fibrillation,Rythmol SR,0.889474799
Atrial Fibrillation,Sotalol,1.042127297
Atrial Fibrillation,Sotalol Hydrochloride AF,2.946661114
Atrial Fibrillation,Tambocor,1.920632357
Atrial Fibrillation,Toprol-XL,1.828869924
Atrial Fibrillation,Xarelto,0.483794288
Atrial Flutte,Cardizem CD,7.822920084
Atrial Flutte,Diltiazem,0.37899375
Atrial Flutte,Dronedarone,5.01910007
Atrial Flutte,Flecainide,3.720480902
Atrial Flutte,Sotalol,1.336516678
Atrial Flutte,Sotalol Hydrochloride AF,5.78461796
Atrophic Urethritis,Estradiol,6.492316966
Atrophic Urethritis,Vagifem,15.29428565
Atrophic Vaginitis,Conjugated estrogens,0.874302305
Atrophic Vaginitis,Estrace Vaginal Cream,2.267531768
Atrophic Vaginitis,Estradiol,1.260456596
Atrophic Vaginitis,Estring,0.336612985
Atrophic Vaginitis,Femring,1.543076567
Atrophic Vaginitis,Premarin,0.773363489
Atrophic Vaginitis,Vagifem,1.322309596
Atrophic Vaginitis,Yuvafem,0.473979218
Auditory Processing Disorde,Dexmethylphenidate,25.69340676
Auditory Processing Disorde,Focalin,14.49131317
Auditory Processing Disorde,Focalin XR,11.29977345
Autism,Abilify,2.61063514
Autism,Aripiprazole,1.934282968
Autism,Geodon,0.424658654
Autism,Memantine,0.135814585
Autism,Risperdal,2.701513867
Autism,Risperidone,1.735562291
Autism,Ziprasidone,0.552311304
Autoimmune Hepatitis,Azathioprine,6.045472622
Autoimmune Hepatitis,CellCept,19.01404187
Autoimmune Hepatitis,Mercaptopurine,2.716291696
Autoimmune Hepatitis,Mycophenolate mofetil,19.01404187
B12 Nutritional Deficiency,Vitamin B12,26.11060768
Back Pain,Acetaminophen / aspirin,0.070859783
Back Pain,Acetaminophen / hydrocodone,0.205713743
Back Pain,Acetaminophen / pamabrom,0.05888102
Back Pain,Advil Liqui-Gels,0.220452659
Back Pain,Aleve,0.241090614
Back Pain,Aspirin,0.165339495
Back Pain,Bayer Aspirin,0.196832732
Back Pain,Cataflam,0.288688006
Back Pain,Cymbalta,0.24555783
Back Pain,Diclofenac,0.189172934
Back Pain,Duloxetine,0.329988354
Back Pain,Excedrin Back & Body,0.070859783
Back Pain,Flurbiprofen,0.070859783
Back Pain,Ibuprofen,0.114162984
Back Pain,Indocin,0.10572877
Back Pain,Lorcet 10 / 650,0.200994132
Back Pain,Lortab,0.157603137
Back Pain,Nabumetone,0.342772904
Back Pain,Naprelan,0.078733093
Back Pain,Naprosyn,0.236199278
Back Pain,Naproxen,0.195221376
Back Pain,Norco,0.353603126
Back Pain,Orudis,0.047239856
Back Pain,Relafen,0.684977906
Back Pain,Ryzolt,0.21257935
Back Pain,Tramadol,0.307146225
Back Pain,Trolamine salicylate,0.056001355
Back Pain,Ultram,0.877255397
Back Pain,Vicodin,0.23414309
Back Pain,Vicodin ES,0.210152055
Back Pain,Voltaren,0.21071404
Back Pain,Zipsor,0.263139872
Bacteremia,Linezolid,43.46066713
Bacterial Endocarditis Prevention,Cephalexin,4.009550035
Bacterial Endocarditis Prevention,Clindamycin,14.95417714
Bacterial Infection,Amoxicillin,0.101911907
Bacterial Infection,Amoxicillin / clavulanate,0.078688856
Bacterial Infection,Amoxil,0.171286748
Bacterial Infection,Augmentin,0.122534016
Bacterial Infection,Avelox,0.066318053
Bacterial Infection,Azithromycin,0.024042589
Bacterial Infection,Azithromycin Dose Pack,0.025869445
Bacterial Infection,Bactrim,0.061296268
Bacterial Infection,Bactrim DS,0.062610351
Bacterial Infection,Bicillin L-A,0
Bacterial Infection,Ceftin,0.022042746
Bacterial Infection,Ceftriaxone,0.054394294
Bacterial Infection,Cefuroxime,0.017832688
Bacterial Infection,Cephalexin,0.134178855
Bacterial Infection,Chloramphenicol,0.010347778
Bacterial Infection,Cipro,0.135089093
Bacterial Infection,Ciprofloxacin,0.104035919
Bacterial Infection,Cleocin,0.239542633
Bacterial Infection,Cleocin HCl,0.206912696
Bacterial Infection,Clindamycin,0.122692672
Bacterial Infection,Doxycycline,0.195725727
Bacterial Infection,Flagyl,0.102605223
Bacterial Infection,Flagyl IV,0.02336054
Bacterial Infection,Garlic,0.062086667
Bacterial Infection,Keflex,0.153142155
Bacterial Infection,Levaquin,0.124448406
Bacterial Infection,Levofloxacin,0.085526924
Bacterial Infection,Lincomycin,0.01272873
Bacterial Infection,Metronidazole,0.076583318
Bacterial Infection,Moxifloxacin,0.053842455
Bacterial Infection,Penicillin VK,0.209542502
Bacterial Infection,Penicillin v potassium,0.130643811
Bacterial Infection,Rocephin,0.033295927
Bacterial Infection,Septra,0.101829842
Bacterial Infection,Sulfamethoxazole / trimethoprim,0.056567978
Bacterial Infection,Vancomycin,0.258694447
Bacterial Infection,Vibramycin,0.476246584
Bacterial Infection,Zithromax,0.005173889
Bacterial Skin Infection,Bacitracin,0.244848829
Bacterial Skin Infection,Bacitracin / neomycin / polymyxin b,0.397879347
Bacterial Skin Infection,Bactrim,1.380687716
Bacterial Skin Infection,Bactrim DS,0.732622923
Bacterial Skin Infection,Co-trimoxazole,0.416166114
Bacterial Skin Infection,Septra,0.856970901
Bacterial Skin Infection,Septra DS,0.101667708
Bacterial Skin Infection,Sulfamethoxazole / trimethoprim,0.905053417
Bacterial Skin Infection,Triple Antibiotic,0
Bacterial Vaginitis,Clindamycin,0.144886558
Bacterial Vaginitis,Clindesse,0.048162763
Bacterial Vaginitis,Flagyl ER,0.184190342
Bacterial Vaginitis,MetroGel-Vaginal,0.35680709
Bacterial Vaginitis,Metronidazole,0.110506072
Bacterial Vaginitis,Nuvessa,0.044047973
Bacterial Vaginitis,Tindamax,0.197357133
Bacterial Vaginitis,Tinidazole,0.171308695
Bacterial Vaginitis,Vandazole,0.122355482
Barrett's Esophagus,Dexilant,1.988934852
Barrett's Esophagus,Dexlansoprazole,0.885889715
Barrett's Esophagus,Esomeprazole,1.843721285
Barrett's Esophagus,Lansoprazole,1.782584557
Barrett's Esophagus,Nexium,2.347285669
Barrett's Esophagus,Omeprazole,0.870818263
Barrett's Esophagus,Pantoprazole,1.45965835
Barrett's Esophagus,Protonix,7.426404843
Basal Cell Carcinoma,Aldara,1.475717915
Basal Cell Carcinoma,Carac,5.211099483
Basal Cell Carcinoma,Efudex,3.604389588
Basal Cell Carcinoma,Fluorouracil,4.39530967
Basal Cell Carcinoma,Imiquimod,2.238452365
Behcet's Disease,Adalimumab,1.550095832
Behcet's Disease,Colchicine,1.303820014
Behcet's Disease,Etanercept,4.41422717
Behcet's Disease,Infliximab,6.022920084
Benign Essential Trem,Gabapentin,3.315595182
Benign Essential Trem,Inderal,4.063291696
Benign Essential Trem,Metoprolol,1.838720533
Benign Essential Trem,Nadolol,0.27859402
Benign Essential Trem,Primidone,2.032417474
Benign Essential Trem,Propranolol,2.839175903
Benign Essential Trem,Zonegran,0.774710973
Benign Essential Trem,Zonisamide,0.167156412
Benign Prostatic Hyperplasia,Alfuzosin,0.236149311
Benign Prostatic Hyperplasia,Avodart,0.755810837
Benign Prostatic Hyperplasia,Cardura,1.37419248
Benign Prostatic Hyperplasia,Cialis,0.709734123
Benign Prostatic Hyperplasia,Doxazosin,0.356778965
Benign Prostatic Hyperplasia,Dutasteride,0.700534077
Benign Prostatic Hyperplasia,Dutasteride / tamsulosin,0.314168067
Benign Prostatic Hyperplasia,Finasteride,0.461260029
Benign Prostatic Hyperplasia,Flomax,0.775162332
Benign Prostatic Hyperplasia,Hytrin,0.240435188
Benign Prostatic Hyperplasia,Jalyn,0.35279613
Benign Prostatic Hyperplasia,Minipress,0.044529372
Benign Prostatic Hyperplasia,Rapaflo,0.425392144
Benign Prostatic Hyperplasia,Saw palmetto,0
Benign Prostatic Hyperplasia,Silodosin,0.378223378
Benign Prostatic Hyperplasia,Tadalafil,0.478083402
Benign Prostatic Hyperplasia,Tamsulosin,0.475943638
Benign Prostatic Hyperplasia,Terazosin,0.241629584
Benign Prostatic Hyperplasia,Uroxatral,0.460894171
Benzodiazepine Withdrawal,Clonidine,47.4325943
Biliary Cirrhosis,Ursodiol,20.64381689
Binge Eating Disorde,Fluoxetine,2.023125172
Binge Eating Disorde,Lisdexamfetamine,1.742756292
Binge Eating Disorde,Vyvanse,1.851099223
Bipolar Disorde,Abilify,0.028511553
Bipolar Disorde,Aripiprazole,0.027726295
Bipolar Disorde,Armodafinil,0.040530488
Bipolar Disorde,Asenapine,0.034005812
Bipolar Disorde,Budeprion XL,0.031245461
Bipolar Disorde,Bupropion,0.036779019
Bipolar Disorde,Carbamazepine,0.028886311
Bipolar Disorde,Cariprazine,0.018291072
Bipolar Disorde,Citalopram,0.019062483
Bipolar Disorde,Clonazepam,0.045842891
Bipolar Disorde,Clonidine,0.037218865
Bipolar Disorde,Cymbalta,0.032548168
Bipolar Disorde,Depakene,0.022505175
Bipolar Disorde,Depakote,0.050569945
Bipolar Disorde,Depakote ER,0.034769145
Bipolar Disorde,Desvenlafaxine,0
Bipolar Disorde,Divalproex sodium,0.043966121
Bipolar Disorde,Duloxetine,0.028052703
Bipolar Disorde,Effexor,0.044650883
Bipolar Disorde,Effexor XR,0.037416454
Bipolar Disorde,Epitol,0.03297524
Bipolar Disorde,Escitalopram,0.035955162
Bipolar Disorde,Eskalith,0.046140261
Bipolar Disorde,Fluoxetine / olanzapine,0.034613202
Bipolar Disorde,Gabapentin,0.071386397
Bipolar Disorde,Geodon,0.02855236
Bipolar Disorde,Iloperidone,0.001203215
Bipolar Disorde,Invega,0.043518582
Bipolar Disorde,Klonopin,0.055597238
Bipolar Disorde,Lamictal,0.065028586
Bipolar Disorde,Lamictal ODT,0.007282802
Bipolar Disorde,Lamotrigine,0.050036529
Bipolar Disorde,Latuda,0.055241979
Bipolar Disorde,Levetiracetam,0.014532689
Bipolar Disorde,Lexapro,0.018234481
Bipolar Disorde,Lithium,0.042541468
Bipolar Disorde,Lithobid,0.048252735
Bipolar Disorde,Lurasidone,0.051242074
Bipolar Disorde,Neurontin,0.050550168
Bipolar Disorde,Nuvigil,0.036158269
Bipolar Disorde,Olanzapine,0.036964535
Bipolar Disorde,Oxcarbazepine,0.063200033
Bipolar Disorde,Paliperidone,0.011991897
Bipolar Disorde,Perphenazine,0.022225569
Bipolar Disorde,Pristiq,0.03010305
Bipolar Disorde,Quetiapine,0.036079335
Bipolar Disorde,Risperdal,0.031032945
Bipolar Disorde,Risperdal Consta,0.008253518
Bipolar Disorde,Risperdal M-Tab,0.072246754
Bipolar Disorde,Risperidone,0.032264627
Bipolar Disorde,Saphris,0.034824019
Bipolar Disorde,Seroquel,0.045311167
Bipolar Disorde,Seroquel XR,0.023031565
Bipolar Disorde,Sertraline,0.018382274
Bipolar Disorde,Symbyax,0.03345519
Bipolar Disorde,Tegretol,0.053283182
Bipolar Disorde,Tegretol XR,0.031390697
Bipolar Disorde,Topamax,0.077863699
Bipolar Disorde,Topiramate,0.06232341
Bipolar Disorde,Trilafon,0.015327962
Bipolar Disorde,Trileptal,0.092235824
Bipolar Disorde,Valproic acid,0.015222709
Bipolar Disorde,Venlafaxine,0.019023412
Bipolar Disorde,Vraylar,0.026635632
Bipolar Disorde,Wellbutrin,0.046971352
Bipolar Disorde,Wellbutrin XL,0.033014072
Bipolar Disorde,Ziprasidone,0.024664113
Bipolar Disorde,Zoloft,0.02668953
Bipolar Disorde,Zyprexa,0.050910955
Bipolar Disorde,Zyprexa Zydis,0.015530307
Birth Control,Alesse,0.001607365
Birth Control,Altavera,0.000281433
Birth Control,Alyacen 1 / 35,0.000471456
Birth Control,Amethia,0.000245018
Birth Control,Amethia Lo,0.00039236
Birth Control,Apri,0.001069765
Birth Control,Ashlyna,0.000320154
Birth Control,Aubra,0.000474086
Birth Control,Aviane,0.001449152
Birth Control,Azurette,0.001258625
Birth Control,Balziva,0.000306485
Birth Control,Beyaz,0.002604327
Birth Control,Blisovi 24 Fe,0.00074282
Birth Control,Blisovi Fe 1 / 20,0.000289294
Birth Control,Camila,0.002195641
Birth Control,Camrese,0.000746379
Birth Control,CamreseLo,0.000342615
Birth Control,Caziant,0.000355835
Birth Control,Chateal,0.000805333
Birth Control,Copper,0.001414669
Birth Control,Cryselle,0.001446408
Birth Control,Cyclafem 1 / 35,6.56E-05
Birth Control,Cyclessa,0.001422808
Birth Control,Cyred,0.000270967
Birth Control,Deblitane,0
Birth Control,Depo-Provera,0.001420885
Birth Control,Depo-Provera Contraceptive,0.000461355
Birth Control,Desogen,0.000759691
Birth Control,Desogestrel / ethinyl estradiol,0.000993791
Birth Control,Dienogest / estradiol,0.00103612
Birth Control,Drospirenone / ethinyl estradiol,0.001218989
Birth Control,Drospirenone / ethinyl estradiol / levomefolate calcium,0.001676071
Birth Control,Elinest,0.000412963
Birth Control,Enskyce,0.000171307
Birth Control,Errin,0.002372344
Birth Control,Estarylla,0.000741136
Birth Control,Ethinyl estradiol / ethynodiol,0.000816007
Birth Control,Ethinyl estradiol / etonogestrel,0.001521532
Birth Control,Ethinyl estradiol / folic acid / levonorgestrel,0.000171307
Birth Control,Ethinyl estradiol / levonorgestrel,0.001294776
Birth Control,Ethinyl estradiol / norelgestromin,0.001462249
Birth Control,Ethinyl estradiol / norethindrone,0.001394688
Birth Control,Ethinyl estradiol / norgestimate,0.001363662
Birth Control,Ethinyl estradiol / norgestrel,0.001131058
Birth Control,Etonogestrel,0.001193024
Birth Control,Falmina,0.000540323
Birth Control,Femcon Fe,0.000865557
Birth Control,Generess Fe,0.001822727
Birth Control,Gianvi,0.001165154
Birth Control,Gildess 1 / 20,0
Birth Control,Gildess 1.5 / 30,0
Birth Control,Gildess Fe 1 / 20,0.001050786
Birth Control,Gildess Fe 1.5 / 30,0.001429771
Birth Control,Heather,0.002596126
Birth Control,Implanon,0.001399046
Birth Control,Jencycla,0.001203713
Birth Control,Jolessa,0.000794572
Birth Control,Jolivette,0.002355374
Birth Control,Junel 1 / 20,0.000171307
Birth Control,Junel 1.5 / 30,7.93E-05
Birth Control,Junel Fe 1 / 20,0.001469659
Birth Control,Junel Fe 1.5 / 30,0.000368774
Birth Control,Kariva,0.000997265
Birth Control,Kyleena,0.000413854
Birth Control,Larin Fe 1 / 20,0.000776467
Birth Control,Larin Fe 1.5 / 30,0.000689038
Birth Control,Lessina,0.000475753
Birth Control,Levlen,0.001230475
Birth Control,Levonorgestrel,0.001539221
Birth Control,Levora,0.001172947
Birth Control,Liletta,0.000576928
Birth Control,Lo / Ovral,0.001041857
Birth Control,Lo / Ovral-28,0.000513922
Birth Control,Lo Loestrin Fe,0.001634857
Birth Control,LoSeasonique,0.001143298
Birth Control,Loestrin 21 1 / 20,0.001185434
Birth Control,Loestrin 24 Fe,0.001566261
Birth Control,Loestrin Fe 1 / 20,0.000301163
Birth Control,Loestrin Fe 1.5 / 30,0
Birth Control,Loryna,0.000615228
Birth Control,Lutera,0.001533996
Birth Control,Lybrel,0.003319399
Birth Control,Lyza,0.002020018
Birth Control,Marlissa,0.000215486
Birth Control,Medroxyprogesterone,0.00133334
Birth Control,Mestranol / norethindrone,0.000197062
Birth Control,Mibelas 24 Fe,0.000147553
Birth Control,Microgestin 1 / 20,0.001697937
Birth Control,Microgestin 1.5 / 30,0
Birth Control,Microgestin Fe 1 / 20,0.001472784
Birth Control,Microgestin Fe 1.5 / 30,0.000865131
Birth Control,Minastrin 24 Fe,0.00167891
Birth Control,Mircette,0.001697439
Birth Control,Mirena,0.003073804
Birth Control,Mono-Linyah,0.00049145
Birth Control,Mononessa,0.001236792
Birth Control,Natazia,0.001320701
Birth Control,Necon 1 / 35,0.001255956
Birth Control,Necon 1 / 50,6.67E-05
Birth Control,Nexplanon,0.000969956
Birth Control,Nikki,0.000675854
Birth Control,Nora-Be,0.002157982
Birth Control,Norethindrone,0.001977837
Birth Control,Norlyda,0
Birth Control,Nortrel 1 / 35,0.00030221
Birth Control,NuvaRing,0.001268435
Birth Control,Ocella,0.000738607
Birth Control,Ogestrel-28,0.00031587
Birth Control,Orsythia,0.001874724
Birth Control,Ortho Cyclen,0.002716554
Birth Control,Ortho Evra,0.002176871
Birth Control,Ortho Micronor,0.003229151
Birth Control,Ortho Tri-Cyclen,0.001960449
Birth Control,Ortho Tri-Cyclen Lo,0.001633412
Birth Control,Ortho-Cept,0.000867083
Birth Control,Ortho-Novum 1 / 35,0.000831127
Birth Control,Ortho-Novum 7 / 7 / 7,0.001617531
Birth Control,Ovcon 35,0.001181747
Birth Control,ParaGard,0.001314833
Birth Control,Pimtrea,0.00078576
Birth Control,Plan B,0.001027844
Birth Control,Portia,0.000725893
Birth Control,Previfem,0.000704478
Birth Control,Provera,0
Birth Control,Quasense,0.000994909
Birth Control,Reclipsen,0.00104683
Birth Control,Safyral,0.000814157
Birth Control,Seasonale,0.001160529
Birth Control,Seasonique,0.001788471
Birth Control,Sharobel,0.000743345
Birth Control,Skyla,0.00063525
Birth Control,Sprintec,0.001316666
Birth Control,Sronyx,0.001129014
Birth Control,Tarina Fe 1 / 20,0.000369647
Birth Control,Taytulla,0.000670382
Birth Control,Tri-Estarylla,0.000205569
Birth Control,Tri-Linyah,0.000579705
Birth Control,Tri-Lo-Estarylla,0
Birth Control,Tri-Lo-Marzia,0.000392747
Birth Control,Tri-Lo-Sprintec,0.000524147
Birth Control,Tri-Previfem,0.001023468
Birth Control,Tri-Sprintec,0.001716893
Birth Control,TriNessa,0.001565984
Birth Control,Trivora,0.000422285
Birth Control,Velivet,0.00086043
Birth Control,Vestura,0.000311602
Birth Control,Vienva,0.000294789
Birth Control,Viorele,0.000939068
Birth Control,Xulane,0.000872162
Birth Control,Yasmin,0.002604588
Birth Control,Yaz,0.001839025
Birth Control,Zarah,0.00080463
Birth Control,Zenchent,0
Birth Control,Zovia,0.000922752
Birth Control,Zovia 1 / 35,0.000177428
Birth Control,depo-subQ provera 104,0
Bladder Infection,Cefprozil,0.04836863
Bladder Infection,Cefuroxime,0.577437618
Bladder Infection,Cephalexin,0.52425933
Bladder Infection,Cipro,0.538899894
Bladder Infection,Ciprofloxacin,0.501081432
Bladder Infection,Elmiron,0.060028546
Bladder Infection,Fosfomycin,0.177179562
Bladder Infection,Hiprex,0.415953564
Bladder Infection,Levaquin,0.373291257
Bladder Infection,Levofloxacin,0.21009991
Bladder Infection,Macrobid,0.386127688
Bladder Infection,Macrodantin,0.064702947
Bladder Infection,Methenamine,0.90090305
Bladder Infection,Monurol,0.420295172
Bladder Infection,Nitrofurantoin,0.271405766
Bladder Infection,Norfloxacin,0.132062801
Bladder Infection,Pentosan polysulfate sodium,0.060028546
Bleeding Disorde,Goserelin,2.348809779
Bleeding Disorde,Tranexamic acid,2.673033357
Body Dysmorphic Disorde,Escitalopram,0
Body Dysmorphic Disorde,Geodon,13.18945616
Body Dysmorphic Disorde,Ziprasidone,0
Body Imaging,Iohexol,2.173033357
Bone infection,Cephalexin,9.561346769
Bone infection,Ciprofloxacin,2.940336692
Bone infection,Clindamycin,2.67671556
Bone infection,Dicloxacillin,1.086516678
Bone infection,Keflex,9.561346769
Bone infection,Vancomycin,0.669213343
Borderline Personality Disorde,Abilify,0.861155564
Borderline Personality Disorde,Alprazolam,0.062086667
Borderline Personality Disorde,Aripiprazole,0.137865059
Borderline Personality Disorde,Buspirone,0.175912224
Borderline Personality Disorde,Carbamazepine,0.124173335
Borderline Personality Disorde,Citalopram,0.402411231
Borderline Personality Disorde,Clozapine,0.393133659
Borderline Personality Disorde,Diazepam,0.305489526
Borderline Personality Disorde,Escitalopram,0.080265603
Borderline Personality Disorde,L-methylfolate,4.06667671
Borderline Personality Disorde,Lamotrigine,0.332722366
Borderline Personality Disorde,Latuda,1.669888995
Borderline Personality Disorde,Lithium,1.603820014
Borderline Personality Disorde,Lorazepam,0.527736672
Borderline Personality Disorde,Lurasidone,1.694481305
Borderline Personality Disorde,Olanzapine,0.714797658
Borderline Personality Disorde,Oxcarbazepine,0.401091433
Borderline Personality Disorde,Quetiapine,0.622336003
Borderline Personality Disorde,Risperidone,0.62439496
Borderline Personality Disorde,Seroquel,1.399741688
Borderline Personality Disorde,Sertraline,0
Borderline Personality Disorde,Topiramate,0.087642753
Bowel Preparation,Bisacodyl,0.038429702
Bowel Preparation,Bisacodyl / polyethylene glycol 3350 / potassium chloride / sodium bicarbonate / sodium chloride,0.047566398
Bowel Preparation,Citric acid / magnesium oxide / sodium picosulfate,0.018938503
Bowel Preparation,Colyte,0.005006989
Bowel Preparation,Dulcolax,0.042902888
Bowel Preparation,Dulcolax Laxative,0.055076882
Bowel Preparation,Fleet Enema,0.030041936
Bowel Preparation,GaviLyte-G,0.030771932
Bowel Preparation,GaviLyte-N,0.015419662
Bowel Preparation,GoLYTELY,0.075418565
Bowel Preparation,HalfLytely and Bisacodyl,0.007610158
Bowel Preparation,Magnesium sulfate / potassium sulfate / sodium sulfate,0.036715502
Bowel Preparation,MiraLax,0.055726231
Bowel Preparation,MoviPrep,0.04511038
Bowel Preparation,OsmoPrep,0.142631876
Bowel Preparation,PEG-3350 with Electolytes,0.013492204
Bowel Preparation,PEG3350,0.005782373
Bowel Preparation,Polyethylene glycol 3350,0.100699064
Bowel Preparation,Polyethylene glycol 3350 with electrolytes,0.038556499
